"Gene.stable.ID"	"location_sortable"	"GNF"	"Mabbott"	"Doig"	"Freeman2012_pig"	"SkinSig_3study"
"ENSG00000183629"	"15q13.1"	NA	NA	NA	NA	NA
"ENSG00000183632"	"16p11.2"	"High_in_Testis"	"Spermatocyte-related"	NA	NA	NA
"ENSG00000183638"	"08p23.1"	NA	NA	NA	"Cluster0145"	NA
"ENSG00000183640"	"21q22.1"	NA	NA	NA	"Skin>>tongue"	"Hair follicle"
"ENSG00000183643"	"15q26.1"	NA	NA	NA	NA	NA
"ENSG00000183644"	"11q23.1"	NA	"High in bronchial epithelium"	NA	"Fallopian tube>adult testis"	NA
"ENSG00000183647"	"19q13.43"	NA	"High in ES/iPS cells"	NA	NA	NA
"ENSG00000183648"	"14q31.3"	NA	NA	NA	"General (oxidative phosphorylation)"	NA
"ENSG00000183654"	"05p15.1"	NA	"Spermatocyte-related"	NA	"HK1"	NA
"ENSG00000183655"	"15q25.3"	NA	NA	NA	NA	NA
"ENSG00000183662"	"03p14.1"	NA	NA	NA	"CNS-highest in cortex"	NA
"ENSG00000183665"	"08q24.13"	NA	NA	NA	NA	NA
"ENSG00000183666"	"05p14.3"	NA	NA	NA	NA	NA
"ENSG00000183668"	"19q13.2"	"High_in_Placenta>Pituatary"	"[0214"	"PSG cluster"	NA	NA
"ENSG00000183671"	"02q33.3"	NA	"High in osteoblasts"	"HK specific cluster"	NA	NA
"ENSG00000183674"	"06p24.3"	NA	"Spermatocyte-related"	NA	NA	NA
"ENSG00000183678"	"Xq28"	NA	NA	"[408"	NA	NA
"ENSG00000183682"	"01p35-p32"	NA	NA	NA	NA	NA
"ENSG00000183684"	"17q25.3"	NA	NA	NA	NA	NA
"ENSG00000183688"	"17p13"	NA	NA	NA	"Cluster0168"	NA
"ENSG00000183690"	"Xp11"	NA	"High in platelets"	NA	NA	NA
"ENSG00000183691"	"17q22"	NA	NA	NA	NA	NA
"ENSG00000183695"	"11p15.1"	NA	NA	NA	NA	NA
"ENSG00000183696"	"07p12.3"	"Cornified_epithelium_(Brochial_epthelium/tongue)"	"High in stimulated monocytes/MDM/MDDC/neutrophils: Pro-inflammatory"	NA	"Alveloar macs>>other macs"	NA
"ENSG00000183704"	"Yq11.21"	NA	NA	NA	NA	NA
"ENSG00000183706"	"15q11.2"	NA	"Spermatocyte-related"	NA	NA	NA
"ENSG00000183709"	"19q13.13"	NA	NA	NA	NA	NA
"ENSG00000183715"	"11q25"	NA	NA	NA	"CNS-highest in cortex"	NA
"ENSG00000183718"	"05q35.3"	NA	NA	NA	"Testis-adult"	NA
"ENSG00000183722"	"13q12"	NA	"Extracellular matrix"	NA	NA	NA
"ENSG00000183723"	"16q22.1-q22.3"	NA	"Oocyte-related"	NA	"Cluster1646"	NA
"ENSG00000183726"	"01p36.11"	NA	NA	NA	NA	NA
"ENSG00000183729"	"08q11.23"	NA	NA	NA	NA	NA
"ENSG00000183733"	"02p13.3"	NA	"Oocyte-related"	NA	"HK1"	NA
"ENSG00000183734"	"11p15.5"	NA	NA	NA	"Cluster0859"	NA
"ENSG00000183735"	"12q14.2"	NA	NA	NA	NA	NA
"ENSG00000183741"	"22q13.1"	NA	NA	NA	"Cluster0219"	NA
"ENSG00000183742"	"07p15.3"	NA	"High in epithelium"	NA	"Cluster0708"	NA
"ENSG00000183747"	"16p12.3"	"High_in_Liver"	"Hepatocyte-related"	NA	NA	NA
"ENSG00000183751"	"16p13.3"	"General_HK"	NA	"[246"	"Cluster0986"	NA
"ENSG00000183753"	"Yq11.223"	NA	"Spermatocyte-related"	"HK"	NA	NA
"ENSG00000183762"	"22q12.1"	NA	"High in LPS/IFNg-treated neutrophils"	"HK"	"Cluster0915"	NA
"ENSG00000183763"	"03p21.31"	NA	NA	"Cell cycle (G1/S phase)"	"Many (cell cycle)"	NA
"ENSG00000183765"	"22q12.1"	NA	"High in ES/iPS cells"	"Cell cycle (G1/S phase)"	NA	NA
"ENSG00000183770"	"03q23"	NA	NA	NA	"Ovary>adult testis"	NA
"ENSG00000183773"	"22q11.21"	NA	NA	NA	NA	NA
"ENSG00000183775"	"05q32"	NA	NA	NA	NA	NA
"ENSG00000183778"	"21q22.3"	NA	"High in ES/iPS cells"	NA	"GI tract>>others"	NA
"ENSG00000183779"	"08p12"	NA	NA	NA	NA	NA
"ENSG00000183780"	"01q42.3"	NA	"High in plasmacytoid DC: Low in tissue DC"	NA	"Cluster1423"	NA
"ENSG00000183783"	"04p13"	NA	NA	NA	NA	NA
"ENSG00000183784"	"09p24.3"	NA	"High in neutrophils:BM|High in neutrophils"	NA	NA	NA
"ENSG00000183785"	"22q11"	NA	NA	NA	NA	NA
"ENSG00000183791"	"18q21.1"	NA	NA	NA	NA	NA
"ENSG00000183793"	"16p13.11"	NA	NA	NA	NA	NA
"ENSG00000183795"	"Yq11.223"	NA	NA	NA	NA	NA
"ENSG00000183798"	"20q12"	NA	"High in keratinocytes:epithelium"	NA	NA	"Ductal epithelium (sebaceous gland)"
"ENSG00000183801"	"11p15"	NA	"High in brochial smooth muscle cells"	"[587"	NA	"Fibroblast"
"ENSG00000183807"	"06q22.31"	NA	NA	NA	NA	"Endothelium"
"ENSG00000183808"	"08q22"	NA	"Low in LPS/IFNg-treated neutrophils"	"HK"	"Tongue>>skin-lower oesophagus"	NA
"ENSG00000183813"	"03p24-p21.3"	NA	NA	NA	NA	NA
"ENSG00000183814"	"01q42"	NA	"Cell cycle (S/M phase)"	"[502"	"HK5"	NA
"ENSG00000183826"	"06p21"	NA	"High in CD8+ T cells: NK cells"	NA	NA	NA
"ENSG00000183828"	"14q32.33"	NA	NA	NA	NA	NA
"ENSG00000183831"	"01q25.1"	NA	"Spermatocyte-related"	NA	"Fallopian tube>adult testis"	NA
"ENSG00000183833"	"03q13.33"	NA	"Spermatocyte-related"	NA	NA	NA
"ENSG00000183837"	"Xq28"	NA	NA	"HK"	NA	NA
"ENSG00000183840"	"02q21-q22"	NA	"Oocyte-related"	"HK"	"Cluster0575"	NA
"ENSG00000183844"	"21q22.3"	NA	NA	NA	"GI tract>>others"	NA
"ENSG00000183850"	"19p12"	NA	NA	NA	NA	NA
"ENSG00000183853"	"01q23.1"	NA	"Extracellular matrix"	NA	"Cluster0808"	NA
"ENSG00000183856"	"01q21.3"	NA	"Cell cycle (S/M phase)"	NA	NA	NA
"ENSG00000183862"	"Xq27"	NA	NA	NA	"Pancreas"	NA
"ENSG00000183864"	"22q13.2"	NA	NA	NA	NA	NA
"ENSG00000183873"	"03p21"	NA	NA	NA	"Heart>upper oesophagus"	NA
"ENSG00000183876"	"05q32"	NA	NA	NA	NA	NA
"ENSG00000183878"	"Yq11.221"	NA	NA	NA	NA	"Y-chromosome"
"ENSG00000183888"	"01p36.13"	NA	"[0163"	NA	"Placenta"	NA
"ENSG00000183891"	"02p24.1"	NA	NA	NA	"Adrenal gland>>>overy-placenta-testis"	NA
"ENSG00000183908"	"11q12.1"	NA	NA	NA	NA	NA
"ENSG00000183909"	"15q26"	NA	NA	NA	NA	NA
"ENSG00000183911"	"Xq22.1"	NA	NA	NA	NA	NA
"ENSG00000183914"	"17p13.1"	NA	NA	NA	"Fallopian tube>adult testis"	NA
"ENSG00000183918"	"Xq25"	"High_in_thymus/lymph_node_(T-cell)"	"High in T cells:NK cells:B cells|High in CD8+ T cells: NK cells"	"T-cell"	"Thymus>Blood>slpeen (T cell)"	NA
"ENSG00000183921"	"16p12.1"	NA	NA	NA	"Cluster0387"	NA
"ENSG00000183929"	"01q42.13"	NA	NA	NA	NA	NA
"ENSG00000183935"	"12p13.1"	NA	NA	NA	NA	NA
"ENSG00000183938"	"09p21"	NA	NA	NA	NA	NA
"ENSG00000183941"	"01q21.2"	NA	NA	NA	NA	NA
"ENSG00000183943"	"Xp22.3"	NA	NA	NA	NA	NA
"ENSG00000183960"	"03p24.3"	NA	NA	NA	NA	NA
"ENSG00000183963"	"22q12"	"[329"	NA	NA	"Smooth muscle (high in many)"	"Myocyte (smooth)"
"ENSG00000183971"	"16p13.3"	NA	NA	NA	"HK3"	NA
"ENSG00000183977"	"03p24.3"	NA	"Spermatocyte-related"	NA	NA	NA
"ENSG00000183978"	"17q21.31"	"High_in_Uterus"	NA	"[044"	NA	NA
"ENSG00000183981"	"Xq26.3"	NA	NA	NA	NA	NA
"ENSG00000184005"	"01p31.1"	NA	"High in endothelium"	NA	NA	NA
"ENSG00000184007"	"01p35"	NA	NA	NA	"General but not even"	NA
"ENSG00000184009"	"17q25.3"	"General_HK_(ribosone,proteasome, etc)"	"[0264"	"G-actin"	NA	NA
"ENSG00000184012"	"21q22.3"	"High_in_Prostate"	"High in epithelial cells:low in keratinocytes"	NA	"Placenta>others"	"Ductal epithelium (sweat gland, eccrine)"
"ENSG00000184014"	"11p15.3"	NA	NA	NA	"Cluster0978"	NA
"ENSG00000184022"	"01q44"	NA	NA	NA	NA	NA
"ENSG00000184029"	"21q22.2"	NA	NA	"HK"	NA	NA
"ENSG00000184032"	"21q22.1"	NA	NA	NA	NA	NA
"ENSG00000184033"	"Xq28"	NA	NA	NA	NA	NA
"ENSG00000184040"	"10p12.33"	NA	NA	NA	NA	NA
"ENSG00000184047"	"12q24.31"	NA	NA	NA	"Cluster0285"	NA
"ENSG00000184055"	"11q13.4"	NA	NA	NA	NA	NA
"ENSG00000184056"	"15q26.1"	NA	NA	NA	NA	NA
"ENSG00000184058"	"22q11.21"	NA	"Low in tissue stem cells"	NA	NA	NA
"ENSG00000184060"	"17q11.2"	NA	NA	"Macrophage"	"Macs-other immune"	NA
"ENSG00000184076"	"22q12.2"	"High_in_Cardiac_muscle"	NA	NA	"General (oxidative phosphorylation)"	NA
"ENSG00000184083"	"Xp11.22"	NA	NA	NA	NA	NA
"ENSG00000184100"	"03q25.33"	NA	NA	NA	NA	NA
"ENSG00000184106"	"06p21.1"	NA	"Low in LPS/IFNg-treated neutrophils"	NA	NA	NA
"ENSG00000184108"	"04q35.2"	NA	NA	NA	"Testis-adult"	NA
"ENSG00000184110"	"16p11.2"	"General_HK"	NA	"[362"	NA	NA
"ENSG00000184113"	"22q11.21"	"High_in_Lung"	"High in endothelium"	NA	NA	NA
"ENSG00000184117"	"22q12"	"[189"	"High in ES/iPS cells"	NA	"Liver>kidney"	NA
"ENSG00000184139"	"04q28.3"	NA	NA	NA	NA	NA
"ENSG00000184140"	"15q26.3"	NA	NA	NA	NA	NA
"ENSG00000184144"	"01q32.1"	NA	NA	"HK"	NA	NA
"ENSG00000184148"	"01q21.3"	NA	"High in keratinocytes:epithelium"	NA	NA	NA
"ENSG00000184154"	"11q13.4"	NA	"Spermatocyte-related"	NA	"Cluster0764"	NA
"ENSG00000184155"	"01q23.2"	NA	NA	NA	NA	NA
"ENSG00000184156"	"08q24"	NA	"[0352|0174"	NA	"CNS-highest in cortex"	NA
"ENSG00000184160"	"04p16.3"	NA	"Low in tissue stem cells"	NA	NA	NA
"ENSG00000184162"	"19p13.11"	NA	NA	NA	NA	NA
"ENSG00000184163"	"01p36.33"	NA	"High in some lymphocytes"	NA	NA	NA
"ENSG00000184164"	"22q13.33"	NA	NA	"[078"	NA	NA
"ENSG00000184166"	"17p13.3"	NA	"Low in many"	"HK"	NA	NA
"ENSG00000184178"	"04q12"	NA	"High in platelets"	NA	"CNS-high in spinal cord (Astrocyte?)"	NA
"ENSG00000184182"	"02q37.3"	NA	NA	NA	NA	NA
"ENSG00000184185"	"17p11.1"	NA	NA	NA	NA	NA
"ENSG00000184194"	"Xp11"	NA	"High in ES cells/neurones"	NA	NA	NA
"ENSG00000184203"	"03q29"	NA	"High in some lymphocytes|High in NK cells"	NA	NA	NA
"ENSG00000184205"	"Xp11"	NA	NA	NA	"CNS-highest in cortex"	NA
"ENSG00000184206"	"15q25.2"	NA	NA	NA	NA	NA
"ENSG00000184207"	"16p13.3"	NA	NA	NA	"Cluster0999"	NA
"ENSG00000184208"	"22q13.2"	NA	NA	NA	"Testis-adult"	NA
"ENSG00000184209"	"12q24.31"	NA	"High in LPS/IFNg-treated neutrophils"	NA	"Cluster0483"	NA
"ENSG00000184210"	"Xq13.1"	NA	NA	NA	NA	NA
"ENSG00000184216"	"Xq28"	NA	NA	NA	"Blood>>macs-other immune"	NA
"ENSG00000184220"	"03q12.1"	NA	"High in many"	NA	NA	NA
"ENSG00000184221"	"21q22.11"	NA	NA	NA	"CNS-high in spinal cord (Astrocyte?)"	NA
"ENSG00000184224"	"11q13.2"	NA	"Low in many"	NA	NA	NA
"ENSG00000184226"	"13q21.32"	"High_in_CNS"	"High in some ES cells"	NA	"CNS-high in spinal cord (Astrocyte?)"	NA
"ENSG00000184227"	"14q24.3"	NA	NA	NA	NA	"Ductal epithelium (sebaceous gland)"
"ENSG00000184232"	"11q23.3"	NA	NA	NA	NA	"Fibroblast"
"ENSG00000184254"	"15q26.3"	NA	"High in epithelium"	NA	NA	NA
"ENSG00000184258"	"Xq27.1"	"High_in_Cerebellum"	"Fatty acid metabolism"	NA	NA	NA
"ENSG00000184260"	"01q21.2"	NA	NA	NA	"General (histones)"	NA
"ENSG00000184261"	"02p16.3"	"High_in_ganglia"	NA	NA	NA	NA
"ENSG00000184270"	"01q21.2"	NA	NA	NA	"General (histones)"	NA
"ENSG00000184271"	"12q13.13"	NA	NA	NA	"CNS-highest in cortex"	NA
"ENSG00000184274"	"21q22.3"	NA	NA	NA	NA	NA
"ENSG00000184276"	"11q13.4"	NA	NA	NA	NA	NA
"ENSG00000184277"	"15q26.3"	NA	NA	NA	NA	NA
"ENSG00000184281"	"11p15.5"	NA	NA	NA	NA	NA
"ENSG00000184292"	"01p32"	"Cornified_epithelium_(Brochial_epthelium/tongue)"	NA	"HK"	"Cluster0401"	"Keratinocyte"
"ENSG00000184293"	"12p13.31"	NA	"Low in tissue stem cells"	NA	NA	NA
"ENSG00000184302"	"14q23.1"	NA	NA	NA	NA	NA
"ENSG00000184303"	"02p11.1"	NA	NA	NA	NA	NA
"ENSG00000184304"	"14q11"	NA	"Extracellular matrix"	"[544"	NA	NA
"ENSG00000184305"	"04q22.1"	NA	NA	NA	NA	NA
"ENSG00000184307"	"03q13.31"	NA	NA	NA	NA	NA
"ENSG00000184313"	"01p32.3"	"High_in_Testis"	"Spermatocyte-related"	NA	NA	NA
"ENSG00000184321"	"11p15.4"	NA	NA	NA	NA	NA
"ENSG00000184324"	"Xq28"	NA	NA	NA	NA	NA
"ENSG00000184330"	"01q22"	NA	"High in keratinocytes:epithelium"	NA	NA	"Keratinocyte  (migrating/differentiating)"
"ENSG00000184343"	"Xq28"	NA	NA	NA	"Skeletal muscle>heart"	NA
"ENSG00000184344"	"12p13.1"	NA	"[0124"	NA	"Placenta"	NA
"ENSG00000184345"	"03p21.31"	NA	"Spermatocyte-related"	NA	NA	NA
"ENSG00000184347"	"05q35"	"High_in_adipocyte"	"[0113"	NA	NA	"Fibroblast"
"ENSG00000184348"	"06p22.1"	NA	NA	NA	NA	NA
"ENSG00000184349"	"05q21"	NA	"High in some ES cells"	NA	"HK2-low in macs"	NA
"ENSG00000184350"	"11p15.5"	NA	NA	NA	NA	NA
"ENSG00000184351"	"21q22.1"	NA	"High in keratinocytes:epithelium"	NA	NA	"Hair follicle"
"ENSG00000184357"	"06p22.1"	NA	NA	NA	NA	NA
"ENSG00000184361"	"17q21.31"	NA	"Low in many|Spermatocyte-related"	NA	NA	NA
"ENSG00000184363"	"11p15"	"[236"	"High in keratinocytes:epithelium"	NA	"Cluster1226"	NA
"ENSG00000184368"	"Xp22.12"	NA	NA	NA	NA	NA
"ENSG00000184371"	"01p13.3"	NA	NA	NA	"Cluster0551"	NA
"ENSG00000184374"	"08q24.12"	NA	NA	"HK"	"Liver (hepatocyte)"	NA
"ENSG00000184378"	"03q26.2"	NA	"Spermatocyte-related"	NA	NA	NA
"ENSG00000184381"	"22q13.1"	NA	NA	NA	NA	NA
"ENSG00000184384"	"11q"	NA	"High in LPS/IFNg-treated neutrophils"	"[195"	"Cluster1794"	NA
"ENSG00000184388"	"Xq13.1"	NA	NA	NA	NA	NA
"ENSG00000184389"	"01p35.1"	NA	NA	NA	NA	NA
"ENSG00000184394"	"14q11.2"	NA	NA	NA	"HK2-low in macs"	NA
"ENSG00000184402"	"20q13.3"	NA	NA	NA	NA	NA
"ENSG00000184408"	"07q31"	NA	NA	NA	"Cerebellum>>other CNS"	NA
"ENSG00000184428"	"08q24.3"	NA	NA	NA	NA	NA
"ENSG00000184432"	"03q23"	"General_HK_(ribosone,proteasome, etc)"	NA	"[559"	"Cluster0415"	NA
"ENSG00000184434"	"09p21.1"	NA	"[0102"	NA	"GI tract>>gall bladder"	NA
"ENSG00000184436"	"22q11.2"	NA	NA	NA	NA	NA
"ENSG00000184445"	"12q24.31"	"High_in_Testis"	"Cell cycle (S/M phase)"	"Cell cycle (G1/S phase)"	"Many (cell cycle)"	NA
"ENSG00000184451"	"17q21.1-q21.3"	NA	NA	NA	NA	NA
"ENSG00000184454"	"01p36.11"	NA	NA	NA	NA	NA
"ENSG00000184459"	"22q12.3"	NA	"High in keratinocytes:epithelium"	NA	NA	"Keratinocyte"
"ENSG00000184465"	"06q27"	NA	NA	NA	"Fallopian tube>adult testis"	NA
"ENSG00000184470"	"22q11.21"	NA	"High in endothelium"	NA	NA	NA
"ENSG00000184471"	"16p13.3"	NA	NA	NA	NA	NA
"ENSG00000184478"	"11p15.4"	NA	NA	NA	NA	NA
"ENSG00000184481"	"Xq13.1"	NA	NA	"HK"	"Placenta"	NA
"ENSG00000184486"	"06q16.2"	NA	"High in some ES cells"	NA	"HK2-low in macs"	NA
"ENSG00000184489"	"08q24.3"	"High_in_Cardiac_muscle"	"Low in many"	"HK"	"Skeletal muscle>heart"	NA
"ENSG00000184492"	"02q14.1"	NA	NA	NA	NA	NA
"ENSG00000184497"	"13q34"	NA	"High in endothelium"	NA	NA	NA
"ENSG00000184500"	"03q11.1"	NA	NA	NA	NA	NA
"ENSG00000184502"	"17q21.2"	NA	NA	"[106"	NA	NA
"ENSG00000184507"	"15q14"	NA	NA	"[173"	NA	NA
"ENSG00000184508"	"15q26.1"	NA	"Low in many"	"HK"	NA	NA
"ENSG00000184515"	"Xq22.1"	NA	NA	NA	NA	NA
"ENSG00000184517"	"16q22.3"	NA	NA	NA	"Cluster0399"	NA
"ENSG00000184523"	"09q21.1"	NA	NA	NA	NA	NA
"ENSG00000184524"	"11p15.5"	NA	NA	"HK"	NA	NA
"ENSG00000184530"	"06q22.33"	NA	NA	NA	NA	NA
"ENSG00000184544"	"17p13.1"	NA	NA	NA	"Skeletal muscle>heart"	NA
"ENSG00000184545"	"11p15.5"	NA	NA	NA	NA	NA
"ENSG00000184557"	"17q25.3"	NA	"High in stimulated monocytes/MDM/MDDC/neutrophils: Pro-inflammatory"	NA	"LPS induced (high in other tissues)"	NA
"ENSG00000184560"	"17p13.1"	NA	"Spermatocyte-related"	NA	NA	NA
"ENSG00000184564"	"13q31.1"	NA	"High in neurones"	NA	NA	NA
"ENSG00000184571"	"22q11.23"	NA	NA	NA	NA	NA
"ENSG00000184574"	"12p13.31"	NA	NA	NA	NA	NA
"ENSG00000184575"	"12q14.1"	"General_HK"	NA	NA	NA	NA
"ENSG00000184584"	"05q31.2"	NA	NA	NA	"Macs-other immune"	NA
"ENSG00000184586"	"21q22.11"	NA	NA	NA	NA	NA
"ENSG00000184588"	"01p31"	"High_in_CNS"	NA	NA	NA	NA
"ENSG00000184599"	"01p13.2"	NA	NA	NA	"Cluster1207"	NA
"ENSG00000184601"	"14q32.33"	NA	"Fatty acid metabolism"	NA	NA	"Adipocyte"
"ENSG00000184602"	"16p13"	"High_in_CNS"	NA	NA	NA	NA
"ENSG00000184611"	"02q24.3"	NA	NA	NA	"CNS-highest in cortex"	NA
"ENSG00000184612"	"06p22.3"	NA	NA	NA	NA	NA
"ENSG00000184613"	"12q12"	"High_in_CNS"	NA	NA	"CNS-highest in cortex"	NA
"ENSG00000184619"	"17p13.1"	NA	NA	NA	NA	NA
"ENSG00000184624"	"22q11.1"	NA	NA	NA	NA	NA
"ENSG00000184634"	"Xq13"	NA	NA	NA	"Cluster0077"	NA
"ENSG00000184635"	"19p12"	NA	"Oocyte-related|High in ES/iPS cells"	"ZNF cluster"	NA	NA
"ENSG00000184640"	"17q25.3"	NA	NA	"[547"	"Cluster0440"	NA
"ENSG00000184647"	"08p23.1"	NA	NA	NA	"Testis-adult"	NA
"ENSG00000184650"	"17p13"	NA	"Low in spermatocytes"	NA	"Testis-adult"	NA
"ENSG00000184659"	"09q13"	NA	NA	NA	NA	NA
"ENSG00000184661"	"08p21.2"	NA	"Cell cycle (S/M phase)"	"[045"	"Testis>other (Cell cycle related)"	NA
"ENSG00000184669"	"11p15.1"	NA	"High in bronchial epithelium"	NA	NA	NA
"ENSG00000184672"	"08q21.2"	"High_in_CNS"	"High in some ES cells"	NA	"CNS-highest in cortex"	NA
"ENSG00000184674"	"22q11.23 alternate reference locus"	NA	NA	NA	NA	NA
"ENSG00000184675"	"Xq11.1"	NA	NA	NA	NA	NA
"ENSG00000184677"	"01p36"	NA	"Spermatocyte-related"	NA	NA	NA
"ENSG00000184678"	"01q21.2"	"High_in_Prostate"	"High in platelets"	"Histones"	NA	NA
"ENSG00000184697"	"16p13.3"	NA	"High in ES/iPS cells"	"HK"	NA	NA
"ENSG00000184698"	"11p15.4"	NA	NA	NA	NA	NA
"ENSG00000184702"	"22q11.2"	NA	"Low in many|Low in tissue stem cells"	"HK"	NA	NA
"ENSG00000184708"	"22q11.2"	NA	NA	NA	NA	NA
"ENSG00000184709"	"09q34.3"	NA	NA	NA	NA	NA
"ENSG00000184719"	"10q23.31"	NA	"Low in tissue stem cells"	NA	NA	NA
"ENSG00000184724"	"21q22.1"	NA	NA	NA	NA	NA
"ENSG00000184730"	"16p11.2"	NA	NA	NA	"Macs-other immune"	NA
"ENSG00000184731"	"02p25.3"	NA	"High in keratinocytes:epithelium"	NA	"Cluster0472"	NA
"ENSG00000184735"	"Xp22.13"	NA	"Spermatocyte-related"	NA	"Testis-adult"	NA
"ENSG00000184741"	"11q12.1"	NA	NA	NA	"HK2-low in macs"	NA
"ENSG00000184743"	"11q13.1"	NA	"[0278"	NA	NA	NA
"ENSG00000184750"	"Xq28"	NA	"High in neurones"	NA	NA	NA
"ENSG00000184752"	"12q22"	NA	NA	NA	"General (oxidative phosphorylation)"	NA
"ENSG00000184779"	"15q25.2"	"General_HK_(ribosone,proteasome, etc)"	"Ribosome, eukaryotic translation"	"[604"	NA	NA
"ENSG00000184785"	"Xq26.3"	NA	NA	NA	NA	NA
"ENSG00000184786"	"06q27"	NA	"Low in many|Spermatocyte-related"	NA	"Testis-adult"	NA
"ENSG00000184787"	"21q22.3"	NA	NA	NA	"HK1"	NA
"ENSG00000184788"	"Xq21"	NA	NA	NA	NA	NA
"ENSG00000184789"	"11p11.2"	NA	NA	NA	NA	NA
"ENSG00000184792"	"22q12.2"	NA	"High in erythroblasts:BM"	"HK"	"Adult testis>CNS"	NA
"ENSG00000184795"	"11q13.2"	NA	NA	NA	NA	NA
"ENSG00000184811"	"17p13.3"	NA	"Low in many"	"HK"	"HK3"	"Adipocyte"
"ENSG00000184814"	"03q22.3"	NA	NA	NA	NA	NA
"ENSG00000184825"	"06p22.1"	NA	NA	NA	"General (histones)"	NA
"ENSG00000184828"	"18q21.1"	NA	"High in bronchial epithelium|High in keratinocytes:epithelium"	NA	NA	NA
"ENSG00000184831"	"Xp22.11"	NA	NA	NA	"Cluster0289"	NA
"ENSG00000184838"	"05q23.1"	NA	NA	NA	NA	NA
"ENSG00000184840"	"05q35.3"	NA	NA	NA	NA	NA
"ENSG00000184845"	"05q34-q35"	NA	NA	NA	NA	NA
"ENSG00000184856"	"21q21.1"	NA	NA	NA	NA	NA
"ENSG00000184857"	"16p13.2"	NA	NA	NA	NA	NA
"ENSG00000184860"	"16q23.3"	NA	"High in keratinocytes:epithelium"	NA	NA	NA
"ENSG00000184863"	"07q36.3"	NA	"High in LPS/IFNg-treated neutrophils|High in NK cells"	NA	"Blood>>macs-other immune"	NA
"ENSG00000184867"	"Xq22.1"	"[313"	"High in mesenchymal cells"	NA	"Cluster0971"	NA
"ENSG00000184881"	"11p15.4"	NA	NA	"HK"	"Cluster0499"	NA
"ENSG00000184886"	"17q21.1"	NA	NA	NA	"Macs-other immune"	NA
"ENSG00000184887"	"14q32.33"	NA	NA	NA	NA	NA
"ENSG00000184895"	"Yp11.3"	NA	"High in ES/iPS cells"	NA	NA	NA
"ENSG00000184897"	"03q21.3"	NA	NA	NA	"General (histones)"	NA
"ENSG00000184898"	"02q23.3"	NA	"High in tissue DC:pDC:lymphocytes:NK cells"	NA	NA	NA
"ENSG00000184900"	"21q22.3"	NA	NA	NA	NA	NA
"ENSG00000184903"	"07q31"	NA	NA	NA	NA	NA
"ENSG00000184905"	"Xq22.1-q22.3"	"High_in_CNS"	"High in ES/iPS cells"	NA	"CNS-high in spinal cord (Astrocyte?)"	NA
"ENSG00000184908"	"01p36.13"	NA	NA	NA	"Kidney"	NA
"ENSG00000184911"	"Xq13.2"	NA	NA	NA	NA	NA
"ENSG00000184916"	"14q32"	NA	NA	NA	NA	NA
"ENSG00000184922"	"17q21.31"	"[114"	"High in neutrophils"	"T-cell"	"Blood>macs>spleen (immune)"	NA
"ENSG00000184923"	"10q23.2"	NA	NA	NA	NA	NA
"ENSG00000184924"	"02p23.3"	NA	NA	NA	NA	NA
"ENSG00000184925"	"09q34"	NA	"Low in tissue stem cells"	NA	"Vas deferens-rectum (one of each only) "	NA
"ENSG00000184933"	"11p15.4"	NA	NA	NA	NA	NA
"ENSG00000184937"	"11p13"	"General_HK"	NA	NA	"Cluster0644"	NA
"ENSG00000184939"	"16q22.1"	NA	NA	NA	NA	NA
"ENSG00000184945"	"02q37.3"	NA	"Low in many"	NA	NA	NA
"ENSG00000184949"	"22q13.1"	NA	NA	NA	NA	NA
"ENSG00000184954"	"12q13.2"	NA	NA	NA	"HK2-low in macs"	NA
"ENSG00000184956"	"11p15.5"	NA	NA	NA	NA	NA
"ENSG00000184967"	"12q24.33"	NA	NA	NA	"Cluster0848"	NA
"ENSG00000184979"	"22q11.2"	NA	"High in many stimulated cells"	"IFN"	"MHC_class1-related"	NA
"ENSG00000184983"	"22q13.2"	NA	NA	NA	NA	NA
"ENSG00000184984"	"15q26"	NA	"Low in many"	"HK"	"General but not even (olfactory receptors)"	NA
"ENSG00000184985"	"04p16.1"	NA	"Extracellular matrix"	NA	"Snout tendon>trachea (Cartilidge)"	NA
"ENSG00000184986"	"14q32.33"	NA	NA	NA	"HK2-low in macs"	NA
"ENSG00000184988"	"17q21.31"	NA	NA	NA	"Macs-other immune"	NA
"ENSG00000184990"	"14q32.33"	"General_Higher_in_Liver(others)"	NA	NA	NA	NA
"ENSG00000184991"	"Yp11.2"	NA	NA	NA	NA	NA
"ENSG00000184992"	"12q24.1"	NA	NA	NA	"GI tract>>gall bladder"	"Ductal epithelium (sebaceous gland)"
"ENSG00000184995"	"09p21.1"	NA	NA	NA	NA	NA
"ENSG00000184999"	"11q12.3"	NA	NA	NA	"Cluster0195"	NA
"ENSG00000185000"	"08q24.3"	NA	NA	NA	"Small instetine>>kidney-liver"	NA
"ENSG00000185002"	"06q22.31"	NA	NA	NA	"Salivary gland"	NA
"ENSG00000185008"	"03p12.3"	NA	NA	NA	NA	NA
"ENSG00000185009"	"10q22.2"	NA	NA	NA	"Cluster0339"	NA
"ENSG00000185010"	"Xq28"	NA	NA	NA	NA	NA
"ENSG00000185013"	"02p24.2"	NA	"Spermatocyte-related"	NA	"Testis-adult"	NA
"ENSG00000185015"	"08q21.2"	NA	"High in platelets"	NA	NA	NA
